rotulo,texto
1,"Chandler joins the ranks of America's elite authors The addition of this title and its companion volume, ""Later Novels & Other Writings,"" to the venerable Library of America series makes official what mystery fans have always known: Raymond Chandler is one of the gods of American literature. Following the trail blazed by Dashiell Hammett, Chandler created Philip Marlowe and the set the standard against which all private detective fiction is measured. This two-volume set covers almost the full canon of Chandler's work from early pulp stories to all the Marlowe novels, the screenplay for ""Double Indemnity,"" and essays on the mystery genre plus the usual Library of America goodies such as notes on the text and a chronology of the author's life. In terms of literary inventions, the Wild West cowboy and the hard-boiled PI are this country's only true native sons, and, as such, are deserving of resepct. One of them at least now has it.--Michael Roger"
0,"Never ending story II I found that all the action in the movie you can see on the preview of it. The story is slow; the drama makes you wish to slop Peter. The effects save if of flying though the window. To match attention to the special effects, not to the story. That made it not enjoyable. It sucks"
0,"Who's Laughing? This is an ongoing hoax perpetrated, sustained and constantly embellished by a Literary Establishment who simply wish to award each other doctoral degrees in pretending to understand this mishmash of a book. It may very well be the worst thing ever published. It is certainly the worst thing ever published with college courses based around it."
1,"Garmin power cord cord works fine, but didn't fit in desired location because the connector is straight instead of the 90 deree end as shown in photo."
1,"Good book Well written chronicles of The Farm from the people who lived it. Excellent photos as well.I kept looking for a photo of me and my then-wife, but I wasn't there long enough. But shewas :-)"
0,Major Letdown This was not the complete series. Editing left a major hole in the story line. I would strongly suggest getting the full length version.
1,"Great product This is a very good product. I begin use this evening creme, about a month ago and i can already see some subtle improvements on my skin."
0,"DO NOT BUY THIS EDITITION, OVERPRICED/POOR QUALITY Hello all.First off, this work is an important work of Dewey, someone I deeply respect; HOWEVER....Whatever you do, do not buy this hardcover edition of Democracy and Education. It is a cheap ebook / online edition of the book in a cheap hardcover binding. The text literally looks like it was printed off of a website. The font is horrible, the text is small, and there is no space between the lines. It is honestly disgusting to look at especially for the price of nearly 30 dollars. Buy another edition or a paperback copy if you really want to feel like you have a REAL book."
1,"Sirus Blacks Escape This is a pretty cool set. The only thing wrong is that is should be a little taller like in the movie. This set really recreates the tower in the movie. The only thing wrong is the door. It should be like a prison door like in the movie, not a wooden one. Some good things about this is only one of two sets that have buckbeak, one of four sets that have a dementor, and only one of two sets that have Sirus Black. I RECOMEND THAT YOU BUY THIS!!!"
1,"Thank goodness... ... that Oprah chose this book for her Book Club. Because, you know, that Nobel Prize endorsement is just so overdone. (Does anyone know if she has reviewed the Bible yet? the Torah, perhaps?)As a fan of 'stream of consciousness' (or to quote a fellow poster, ""rambling'), I actually enjoyed GGM's style. It was a struggle at times, though. But I would recommend it to anyone wanting to expand their streams of consciousness. I suppose if anything positive may be said about the Oprah Book Club, it's that it at least encourages people to read GGM's work."
1,Love it ! This is a must see for one of the greatest chemist's of our time ! Shulgin & his wife are my hero's :)
1,"The Great Seitan This is a great book and a better copy then I own already. I am looking forward to now being able to actually use the recipes that I never got to use much since the first one! The original ""Old"" from 1994 - copies binding literally fell apart when I opened it, so now a lot of the pages are loose and will need to be hole punched for a three rings binder. I hope this does not happen with this ""New"" copy. That being said be careful how old the copy is you purchase. Advice with new books to carefully stretch open the book with new binding. You'll probly see the old copy up for sale on Ebay soon now! After I get it into a binder :)"
