rotulo,texto
1,"Their Best The Beatles released many fine albums during the 60s, but ""Magical Mystery Tour"" was their finest. There is not a single weak track on this record. The Beatles never released an album with as many #1 hits as ""Magical Mystery,"" including ""Penny Lane,"" ""All You Need Is Love,"" and ""Hello, Goodbye."" The other songs aren't bad either. ""Strawberry Fields Forever"" is the best song John ever wrote, while the title track and ""Fool On the Hill"" are enough to make an album gold or platinum for another rock group. While the film was a colossal flop, the soundtrack shows psychedlic rock at its best."
1,Great series These books have well developed characters and plot lines that remind me a bit of the Game of Thrones series.
1,"Great Selection I have to say that I like Rhino and Varese Sarabande's CDs so much more that the slapped-together compilations that I find in the ""cheap racks"" at Tower (and other stores). This CD has a ton of great '80s hits on it...and the liner notes are really fact-filled, too. Get this and the Rhino New Wave CDs...you'll be set for your '80s fix!"
1,Great Book Easy to follow instructions. Every recipe I tried was a success. The lack of pictures is a minus. I strongly recommend it
0,"Didn't fit properly. I purchased the K&N HA-6003 as a replacement for the stock filter in my 2003 Honda CBR600RR. The fit of the K&N was poor at best. I did manage to get it in, but not without considerable effort. Now that it's in the bike, I am a bit worried about it sealing properly. If I had it to do again, I would go with a different hi-flo aftermarket filter, or the OEM."
0,"Works as a webcam but not as a digital camera It's a cute little thing, but who wants to pay $25 for a cute little keychain bobble? Put in a AAA battery, start it up, take one photo, and the battery is dead. But it doesn't tell you the battery is dead, so you keep taking pictures, but they don't get saved. When you go to download the photos, you find you've only got the first one. At the cost of one AAA battery per photo, this has got to be one of the most expensive digital cameras on the market.Works ok as a webcam, but because its not really designed for that, you have to hold it in your hand to use it, so it's more or less useless for that application too.Save your money!"
0,"no book key I purchased this book under the impression it had a book key for QUIA, required by my profesora.It didn't have any book key... so now i have to return it. And just buy the one from the bookstore, like I should have done from the beginning.Also UPS was a day late, and didn't leave the book as I requested by signing the ""LEAVE PACKAGE"" form left by the delivery man. I had to go pick it up myself because I'm never at home."
0,"AVOID this BD Release of Gladiator! The picture is extremely shoddy in this Blu-Ray release! Avoid like the plague, so the studio gets the idea! What the heck is the studio doing releasing this atrocious transfer on BD when the movie itself is such a great one? Unbelievable! A movie like this should have a flawless transfer! Argh!"
0,Giants Mats The blue portion of the mats was a different blue. It looked more like a navy blue which I found very disappointing because that's like having a pair of bootleg mats.
1,"Great show Been watching this show on DVD since I got it. It made me even make want to get season 8 in the store which I did. It's a great show, one of my fav shows"
1,"SCAN DISK SANSA MP3 PLAYER THE ITEM BECAME DEFECTIVE AND AMAZON REPLACED THE ITEM WITH NO COST TO ME,"
0,Pinocchio not the only one who lies! This version of Pinocchio was in Italian! No where in the discription does this item indicate that it is the Italian version! Now I have to send it back to Italy for a refund...
